ID,Actual
1146,6467.011899433209
1147,22870.357456722264
1149,12548.641154961035
1152,20515.51268699711
1158,40764.15180805422
1159,26073.721232169548
1168,19148.97965702186
1175,13296.880514298738
1180,22797.737521502164
1184,19730.31067282706
1187,11230.99774767709
1200,45691.56362571793
1201,20489.49624322
1205,16363.674432812799
1207,12849.747111840374
1208,22154.243709444407
1211,19554.12645300322
1212,9937.047791543475
1213,9730.808555650388
1216,27951.91669040102
1219,19789.111438716325
1221,31158.86615753142
1225,17195.42503847762
1226,23348.48257222966
1227,13385.077387754573
1234,14611.840979972932
1236,23236.520139136745
1238,21986.287637756013
1245,5338.714749805837
1247,27460.326618224855
1253,12352.213377452817
1257,8464.858500336968
1261,12855.909845422593
1262,25182.189694220746
1263,14009.833579413416
1264,16395.56361149863
1270,32066.775550541184
1271,33383.748442319426
1273,23765.565209770437
1274,6814.671588033632
1277,22225.718214847424
1278,25996.096801759162
1279,15076.589337737565
1284,4303.492372723981
1293,23547.419635309165
1297,13761.71139478137
1298,13972.227466782988
1299,23838.557458854888
1301,21881.098073230452
1302,14407.133396725121
1303,25247.8101666214
1306,12223.172564155999
1307,20474.86895664419
1314,21798.96192131542
1321,28572.28157187186
1323,28628.302767048954
1324,17444.10700791814
1325,28005.64701552314
1326,24033.561457430762
1327,36053.8380104342
1334,21789.418666677757
1336,14962.498918327296
1338,25763.20738480246
1341,18691.712682414458
1349,9882.13859571397
1350,7310.453004668232
1352,46883.62866415373
1356,32781.90418051701
1357,15530.997344540914
1359,17863.320381784884
1366,25153.346461147074
1367,49483.13321317377
1368,19381.913844908577
1373,21277.37916734334
1374,23491.204981046794
1379,26612.09175696541
1380,29404.138270107633
1382,14290.1266219177
1387,24057.06384525105
1388,14948.113986775532
1397,11179.577363204655
1401,20557.866315792315
1405,21002.92350438876
1408,10231.02675421833
1409,14470.46162743326
1410,26609.584077860745
1412,17649.653714972035
1413,17134.16058754989
1415,27446.176909292386
1417,10181.359806335775
1425,26042.823832284183
1426,10526.74659148598
1429,26851.184139216897
1432,12214.173372706417
1434,9437.06503491652
1440,30148.102311646213
1443,11463.27801216555
1444,20713.683238432015
1447,14721.078701790668
1450,27545.971002391296
1451,25045.30138365883
1454,30551.31696186338
1455,19344.599387121416
1463,10588.847109161661
1470,6773.127556534564
1472,10723.437717093515
1476,21553.3529925213
1477,50601.07753924791
1480,37512.01372477405
1482,20147.776017100845
1485,36584.64216359879
1486,20129.98298676144
1488,20478.56201520741
1489,18313.50409985982
1491,23585.591103944767
1494,30806.309921489064
1496,10295.461944588893
1502,26642.165989630405
1504,9004.271841766524
1508,41119.68993647847
1510,26269.571351839295
1511,37019.75177863026
1512,33999.32991295812
1514,19269.094291035057
1517,25784.68733668812
1518,29391.11823319223
1519,17085.214523139282
1520,25836.16902333212
1521,16471.13925158371
1523,13998.816975983877
1527,16183.435140996035
1528,18790.694144224635
1532,9144.95525424869
1533,20223.79229090215
1536,9645.560497667308
1538,22094.745212109756
1539,30441.14579458617
1541,17451.870300445316
1542,27151.30079328152
1544,9112.25527064617
1550,31717.174924522973
1552,40178.90051540195
1554,19614.02713023829
1556,26635.130043687677
1558,18689.92533750379
1559,20465.18405799512
1560,2885.7125793147598
1565,19503.251239141675
1576,34343.456874718
1579,15453.13237077577
1581,43602.4527500543
1582,26070.128981475576
1583,23007.77755296986
1586,20533.04307896282
1587,30084.349527897215
1589,9851.777837592874
1591,18635.891066161847
1592,23810.401779314645
1594,23829.41908109633
1596,22937.28150060142
1601,28965.320779172802
1602,27379.69545271979
1605,12659.148070899788
1607,18031.560704459742
1610,12215.347415442116
1612,26133.605398789325
1614,28646.50003875166
1621,13444.93110404383
1625,10777.811395167819
1627,30886.8706870871
1628,15699.820736092184
1633,12362.075282241485
1636,18706.37398033121
1640,18777.88639244585
1642,34621.52862778909
1643,15805.284940064845
1645,18887.048548049832
1650,35831.67617295222
1651,17081.247361093265
1657,22389.132829498845
1668,16765.722219544732
1669,14526.246542427552
1672,13344.188851950898
1673,28461.682544380757
1677,33768.44286807714
1678,54177.62569159518
1679,12186.561833205089
1682,31865.94040497027
1683,20368.980344607222
1684,29055.89813449415
1686,14532.122095461356
1688,20216.104980300435
1689,45033.25335760844
1690,33170.50586452288
1692,19784.8549990617
1698,27935.34433375151
1700,7547.0084935013
1706,15637.45255480033
1709,12343.286689439194
1710,33186.557921655476
1713,20125.938831315896
1714,29537.046645145598
1715,22116.043741942984
1716,10741.587408166542
1718,52226.731080827434
1720,27008.14988665295
1721,9235.848832546988
1723,17772.460403398105
1726,8559.352517458346
1731,35250.303394572446
1734,15744.858845008908
1738,14738.825342144908
1739,25572.29245700259
1741,23716.942759557696
1742,4888.180732365672
1744,15691.621715875217
1748,48661.55122374776
1758,18043.27443803363
1760,12172.059917794464
1762,27146.61622025238
1766,21545.79021987629
1769,33816.13852628893
1776,15073.282389113649
1782,26174.41975057755
1783,19211.174373940416
1791,27263.861888746887
1792,14216.900723300307
1794,9460.662687288961
1806,18559.835940851608
1807,30717.653322465954
1808,15273.002833320785
1809,12203.184627323937
1810,18298.567874220014
1814,18294.202940499927
1816,12040.967379194506
1819,20899.635012074083
1822,24395.61803669522
1825,12991.67186084171
1826,19725.569137498504
1828,15974.89056753688
1830,16297.72619185999
1834,15578.921009438727
1838,10969.629477331908
1842,34687.44601627105
1846,40553.878455196376
1847,12894.969644636241
1852,9685.444468182688
1858,23667.337739891827
1863,33804.85550638239
1867,28089.583105122034
1869,53456.45701119578
1870,14938.963113334217
1872,42871.58061749917
1875,17300.27940396953
1876,13919.950160317981
1877,23232.51465912263
1881,17154.078835266937
1883,15705.471981524954
1885,14778.928299869536
1888,22300.598853142266
1889,7262.524953835228
1890,17272.67434632455
1891,20331.520572347832
1892,26214.914298232216
1897,21540.65709826005
1899,31323.70166061154
1904,18034.43491000081
1905,8192.008180188288
1906,26455.35153879851
1911,19464.037051569016
1917,11276.245129868368
1921,17762.14253901947
1922,21459.388760538368
1923,12482.269755253097
1926,18407.49804580208
1928,33210.005900683274
1930,30896.999124204212
1931,10262.449260679936
1934,26840.04605897982
1936,22960.10147216657
1942,17062.5239119148
1945,17838.932584943865
1946,9297.707218078742
1952,29931.562120279592
1955,39062.012217814285
1957,9690.1935577901
1959,18749.771106283253
1961,8023.781475391284
1971,17015.465223693594
1973,13030.024915831102
1975,14640.683603649864
1976,11845.566927932066
1979,22024.41916756012
1981,34084.17111023193
1984,24599.215515506137
1995,12868.541644200193
1998,14952.522742103827
2000,13642.972202624816
2003,60812.06084328576
2005,17461.93390557343
2008,28422.288922339703
2012,16562.27880151235
2013,17185.647998012617
2015,55717.81061963285
2017,40413.301421705604
2022,10351.707037173734
2024,11960.855879481742
2029,19102.15576329036
2032,22969.43065348496
2037,12348.212657604168
2038,20385.541988206754
2043,9539.3236658528
2044,24271.484222501917
2055,19161.009730740894
2060,23507.98932835894
2063,12826.43336140957
2065,8644.576147974833
2067,30857.78667288017
2069,19749.5278480773
2071,24560.854082278172
2073,14046.767333067062
2074,7067.903527668872
2075,49623.98083649023
2077,18427.042730074638
2082,26612.3622182962
2087,10481.080863161296
2088,11082.929384837767
2094,22125.499472104402
2100,24570.396676782417
2104,18023.918103253087
2105,4555.270897834885
2107,30007.592708607066
2108,10529.51162434853
2109,22714.9478710542
2110,15465.896808030055
2119,19403.161231106667
2124,23341.57713321698
2126,21041.464727916875
2130,16959.99739459373
2131,27276.708307242658
2133,14597.825192607997
2134,16246.992293325377
2140,10862.049712619042
2146,13754.971851499737
2148,7096.474822181941
2151,21781.844157168467
2152,20924.396358459835
2154,17339.645382178052
2158,19899.471099953626
2159,10192.590733032905
2160,12550.670720155613
2163,19968.755025359013
2170,15067.88147670672
2173,12073.92564195244
2178,33121.73219641684
2182,22026.948888346313
2186,17106.83099643484
2196,10378.243308086569
2204,27519.50580992218
2206,2776.416735173635
2207,18559.292987319433
2209,20994.150814503762
2210,17596.100159696874
2223,21479.223594922605
2232,33415.79266118281
2235,11641.408449295128
2238,27990.53107279341
2239,31487.903599465244
2240,36293.28360588178
2245,18246.110906473205
2246,34167.604449927414
2253,10119.582904181081
2255,11159.991507913426
2256,17695.886742742296
2258,10427.286435495851
2263,34428.51781050266
2264,11494.915773852614
2270,24029.1792444882
2271,16045.48239970337
2273,19708.013230086395
2278,24824.47319933705
2279,31230.503305212675
2280,22347.69530977382
2281,31901.61668407086
2283,10647.811450720379
2286,15712.391131794102
2291,27078.483972448823
2292,26238.842977702498
2293,15436.095796820617
2301,7709.700340968799
2304,24290.401101752792
2308,4677.396203588598
2311,17087.356524472445
2312,20145.62484049511
2315,30198.56624399984
2319,34564.942126749665
2320,23920.777998601996
2324,12578.5161642597
2331,12251.61235696111
2332,8988.276314246174
2334,16086.55880741788
2335,50631.5175756198
2339,48967.881934398916
2340,17959.950968656933
2346,37764.36226992652
2347,29720.56115633597
2351,16420.051900684226
2354,12416.116470847812
2356,21006.447136486524
2358,25073.608088396617
2359,12744.4962986831
2364,19363.2188064543
2365,25224.279756256783
2366,37045.28191916756
2367,18448.184074704113
2369,18079.83728978246
2370,22925.02110318206
2371,20295.036872070206
2374,16243.04058661114
2375,20142.53772586186
2376,17990.86836950649
2378,36313.5681218958
2380,11872.93511895145
2381,9827.36062248042
2383,31472.77938100376
2387,8109.192297177655
2388,16613.89237160146
2390,33572.7895765432
2391,15560.472694412614
2394,29750.344710694815
2396,21823.401818954197
2404,21756.850842442003
2406,16502.82429042861
2407,30416.53656352836
2408,17993.980839155458
2410,17507.370427719936
2418,21260.049713789733
2419,22958.697965632527
2420,15694.361437307081
2422,14993.720067711365
2436,20857.62541068271
2438,13147.952380980563
2439,6905.882474988248
2441,53254.7891763431
2442,8929.023980168682
2446,15748.496235896613
2449,18922.93110231044
2452,9675.947135818198
2454,12433.353407517592
2456,29630.991772378817
2459,15778.32880541008
2461,38923.01718649642
2466,9543.488017737043
2468,15276.292210676838
2472,15359.616694231161
2473,26187.887144452314
2481,13157.751017225044
2488,17023.562444319425
2489,19145.921276662917
2498,16873.12087153679
2499,15674.714352097131
2500,25395.128452803838
2502,21256.39649195387
2505,11011.380670739874
2506,33641.01955202659
2508,19229.164148311014
2511,14953.544142636885
2512,10811.282288527163
2514,37535.88162105263
2519,35556.577445937226
2525,24599.246415970556
2526,22410.419216761897
2527,11191.71857543511
2528,25869.79251957065
2530,23787.79155591742
2533,21178.8730394713
2535,12921.584525725759
2538,16056.626974710962
2542,29217.81557856326
2544,11081.91347941
2545,13816.079635824719
2547,28337.538559808236
2551,21108.962714612306
2552,24199.581176429896
2554,22485.045434966825
2555,24103.305844599803
2556,12854.720088499862
2557,29989.016677505573
2558,21487.41529092793
2559,12069.33020360371
2569,9606.180828097435
2570,25474.049492119582
2573,30494.795885113766
2574,17052.63286298954
2576,2694.4571495598134
2577,29400.039949513044
2582,14201.058490718457
2586,9737.984835826328
2587,15601.760958640982
2590,11529.91719009813
2591,38839.84273156865
2592,11396.272607892124
2595,22184.772195025922
2598,48610.30550745547
2599,15320.805375874337
2600,18639.936540592043
2601,19273.534100401946
2603,28525.187671489137
2604,13508.52466388922
2611,23971.41701539711
2612,18449.008279297912
2613,11203.674084254304
2615,12737.098719189988
2616,39303.55323503914
2620,25945.19998888809
2624,18202.55916920556
2628,20934.137971830685
2630,19963.212507799566
2633,13495.386924635532
2634,14702.955822540258
2643,18371.5008603547
2645,34452.82030889626
2646,19561.923916188796
2649,16497.949110798334
2651,23287.67567693554
2653,21974.53870793473
2654,20226.54957595473
2656,26959.694752915057
2658,13629.772870378349
2663,51954.32298076659
2664,17025.18432099512
2665,8866.852871358415
2668,17518.7124997132
2669,8387.567497669279
2670,18714.36238377807
2672,14181.98989757977
2673,21165.39237965046
2676,22577.474651254342
2677,27091.5571663418
2679,22548.468929723887
2680,26055.447865933733
2684,35936.79476167196
2696,18449.714953724342
2700,28744.218917251397
2703,20259.367059268243
2705,11285.752668763516
2709,33584.50482405085
2714,23323.60946880535
2716,8486.502823670604
2718,5698.963281543073
2720,31658.505625227892
2724,20301.417263105875
2735,15363.536428910442
2736,14593.344559977602
2740,12462.281250208373
2742,57111.06189909947
2744,28873.220550745496
2745,19733.92410863324
2746,14889.136374929123
2747,9836.027741827438
2756,12910.19008073333
2758,21625.665204022516
2761,9381.763408222701
2762,27943.708942168705
2763,32141.683356332553
2768,19541.490063046993
2770,20372.241064148264
2772,16150.675998081764
2773,10250.463165362671
2777,11791.20967612085
2779,21052.94760091367
2781,19904.548735416123
2782,28509.51169635909
2783,17007.30061390991
2785,22539.44024539912
2788,15567.635291081759
2793,11778.917591719932
2796,30050.32230264664
2797,14235.713798278586
2799,19090.660824511688
2800,8571.78583446251
2802,21520.717788747672
2804,21837.42286233108
2807,6612.7563137186735
2808,27845.73492267125
2811,21434.004537381683
2817,32845.93164144628
2818,9366.081996990426
2820,16535.742356326493
2821,19024.817375254523
2822,12587.237893634243
2823,23606.523117104716
2825,8590.719668255473
2827,21663.300654292045
2828,14299.038953571971
2833,9305.380599347543
2834,31098.04588270594
2835,20740.424738034922
2843,27746.67667010084
2844,20588.966639396527
2845,45345.08012277192
2849,11199.569957077169
2856,7805.726373738131
2857,4458.899860966588
2862,21316.820684564693
2863,14713.608343667525
2869,15799.295698484722
2874,11631.458794614946
2877,18526.9305421182
2879,22743.87273179703
2882,14964.683310028418
2885,23886.334059543213
2886,18692.243931261688
2889,20877.62965468135
2890,9398.165272711694
2891,31149.301008824666
2893,33214.33185385251
2895,14299.15587264967
2896,17375.363468836335
2898,14618.900706072354
2906,24917.808889008294
2911,28124.676121657496
2923,19479.886114921104
2925,19602.76549105265
2928,16219.619691055186
2930,29879.78568737654
2933,19496.95893446007
2935,20149.22354724689
2940,25428.944911085007
2942,26381.658856951508
2947,7521.522831298278
2950,30041.2150192997
2951,18268.507569858877
2952,24886.3216305509
2954,12096.909948028748
2960,13221.781252391094
2961,11920.124034726636
2966,23719.02796915877
2967,34860.548445327644
2968,9623.005510469313
2975,29609.25760583613
2976,39642.91275201773
2984,10418.649776449882
2991,10147.013321202001
2992,7139.830370706191
2998,28921.30168537594
2999,5761.856393734415
3004,8946.96997575483
3007,17604.961744940225
3014,31462.455074118454
3017,32190.350387102604
3018,27652.702783853056
3020,11267.75365522516
3021,32752.33952234888
3029,50586.314889834386
3031,19977.96082092688
3034,19023.363004539788
3036,17091.83677293203
3037,18255.556105847412
3038,7388.52689197083
3041,12574.637651913918
3044,32248.555132214755
3047,27495.50600451762
3051,17378.75243911244
3052,8640.767569948
3054,27438.420147645775
3059,24175.06937733971
3060,17435.781393401277
3065,12828.719760952434
3071,29018.0139222464
3072,48661.00535569321
3073,19461.87276262846
3078,9922.557820071424
3084,35597.86174509092
3085,26953.14159171608
3086,47552.20365255324
3089,32975.57662131673
3094,26868.113282334358
3096,21741.20761756353
3098,9713.79773575244
3100,12960.697224349227
3102,25774.773162286852
3109,8059.6119693163055
3111,15623.73817486501
3113,33868.46335569643
3114,11936.351828824045
3117,14753.397379014683
3120,10149.836873659566
3122,18691.25224246874
3124,26226.333165834818
3126,30225.819681194545
3127,21611.876052582567
3130,15235.327674181259
3132,22391.29727521977
3134,13212.440479312281
3138,21142.11674032514
3139,18852.255957310404
3141,19966.918983514788
3142,37226.40736465641
3143,26595.058898814852
3144,17011.292095818513
3147,18142.179940263668
3150,16140.725003430582
3158,18098.25539421435
3162,26643.42875757294
3163,12737.166720918236
3166,19949.752165648002
3167,12486.892934938398
3168,10952.880020934312
3169,17280.062028961245
3172,15826.202647885333
3178,17040.51911936502
3179,21250.0400725003
3180,27391.250790772167
3185,11344.263894105161
3189,37309.17313481099
3191,27772.313618940592
3194,15720.90068755023
3197,19752.71766023917
3198,11811.520043390445
3201,15820.801819908998
3202,23735.87664849106
3203,12212.058002417805
3205,48552.66588187496
3206,32383.94923839173
3207,13674.610208807388
3209,31154.759586720527
3210,10132.979425070727
3215,16577.956133480508
3218,22296.18175506555
3221,17390.942476973607
3222,35799.906397508676
3223,10537.934563532157
3227,16662.702171658428
3234,28287.388536116923
3237,13901.800188807827
3239,14835.261371113182
3245,19799.592191507858
3250,4838.607031095387
3254,42854.6381133476
3270,11445.846103555976
3273,22113.985000824352
3277,38666.614850419086
3279,8060.5958369081745
3283,16390.12890895959
3287,30639.10991189763
3289,27334.303995088772
3295,17239.70749884673
3297,31402.444338639034
3302,13210.884785031685
3303,16340.753168674208
3305,17740.97261571046
3308,11262.765712266993
3309,30403.710397146933
3311,15269.914312986006
3318,48684.763575543664
3322,16169.016673445105
3323,10220.86714202232
3324,25691.471529022845
3331,13723.16872270157
3340,7540.126042398371
3341,25060.722258315185
3346,20382.23207858183
3348,20199.832862500563
3350,16556.138632260576
3352,13555.580568056585
3353,27056.70557579067
3356,34787.15628748627
3359,13087.282720967987
3360,14114.337023766184
3364,18501.664752896977
3365,11560.033546309724
3367,15686.356355532587
3368,27497.853025973873
3372,11461.406270452637
3373,15132.365517039465
3375,21388.00683623529
3378,17586.201212983266
3380,15968.534335754941
3386,16724.39178819554
3395,16137.012350193454
3399,14811.612529069202
3400,25030.633033130718
3405,26012.692718147617
3411,16369.947135368853
3418,18535.90096325514
3419,20900.70344125519
3422,19839.756656830716
3424,39006.473911941284
3432,31170.901802064716
3433,19337.544607318356
3437,11997.393527271885
3438,51847.46671437768
3440,17753.61753953318
3443,23012.90682080289
3450,53578.544453202805
3451,14368.201687493825
3452,38159.66909939049
3453,12573.127167810393
3455,25538.56894476679
3456,29571.122562034776
3461,33712.61622779548
3462,8320.532860678813
3466,48840.52575201297
3470,11354.100308759585
3474,18505.45497472343
3476,23223.542784166064
3490,18090.32876261101
3491,15525.652653170884
3493,17555.420626211424
3495,18367.82098872102
3497,23662.366457666933
3504,37294.911327089925
3508,15173.308967876555
3510,14697.83343699958
3519,12308.439956396007
3520,20362.107374557592
3524,20049.08770414709
3527,14478.390456878938
3529,16701.11573021301
3531,24621.546373875193
3533,8482.250752051506
3535,28169.757257729845
3536,13956.507673348686
3537,30232.138684360012
3540,17063.634435582084
3541,7573.107957890334
3542,15169.929394894549
3543,13922.72267810678
3545,30164.375507771147
3547,17787.041980368926
3548,17211.208589012167
3549,7977.39884277605
3557,27932.042984072374
3562,22812.893661425594
3565,15316.80697101394
3574,31701.93964236269
3575,12693.786285718259
3576,9939.691071744508
3577,10220.361062303891
3578,27059.732390207166
3579,40649.862499388866
3587,25401.5058705651
3588,37146.40166383898
3589,18024.816696250742
3599,29637.296372536664
3600,30543.07569097157
3604,30053.530839704184
3606,13109.052352139515
3609,8548.14979999514
3611,54729.04293094289
3612,17346.341730679535
3613,17344.270228598376
3618,21367.278003046125
3620,22016.915036986364
3623,31751.01168303472
3624,9656.27773339369
3625,10085.256841916851
3626,20243.928896972255
3627,8808.73714723051
3631,52672.68824173717
3633,17283.05936921227
3635,20368.413711097255
3638,121662.10363637691
3641,20150.755893715952
3643,10868.90019095907
3644,26546.179691019723
3645,21402.98444672095
3647,13718.593726289706
3648,26972.145968195695
3649,21242.53644247292
3651,11651.63650270583
3653,23566.926471848496
3657,16050.7700532389
3659,20007.91442448483
3667,33779.553340340055
3668,26468.845956212626
3674,16444.963242685215
3677,22778.423207051248
3679,11006.517693988517
3680,14158.489446648604
3682,30653.220214818364
3683,17249.806423616054
3687,26134.298973628236
3696,15634.152339173914
3697,19245.14748946258
3698,7317.517643853723
3699,21032.922716214893
3700,31811.41912762639
3702,12330.023079090133
3706,19470.556575555398
3707,16997.56858511579
3712,8008.7582962039905
3713,20174.95304454369
3715,49007.296447969784
3718,22998.406718746723
3719,28770.60708875631
3731,22900.52836450046
3734,23785.20898371476
3735,6369.069968197546
3737,12535.387148051073
3738,26788.59530541133
3746,35883.07952220834
3750,30618.19824672193
3751,11728.115118464202
3752,13843.734062981162
3755,25717.84422700915
